"","City","Country","XC_ISO_LST","cumavg_2015","peak.NDVI_2015","cumavg_Sum1_2015","max_Sum1_2015","indicator_2015","indicator_new_2015","cum_popweighted_avg_2015","max_popweighted_2015","sum2_2015","cumavg_2016","peak.NDVI_2016","cumavg_Sum1_2016","max_Sum1_2016","indicator_2016","indicator_new_2016","cum_popweighted_avg_2016","max_popweighted_2016","sum2_2016","cumavg_2020","peak.NDVI_2020","cumavg_Sum1_2020","max_Sum1_2020","indicator_2020","indicator_new_2020","cum_popweighted_avg_2020","max_popweighted_2020","sum2_2020","cumavg_2021","peak.NDVI_2021","cumavg_Sum1_2021","max_Sum1_2021","indicator_2021","indicator_new_2021","cum_popweighted_avg_2021","max_popweighted_2021","sum2_2021","cumavg_2022","peak.NDVI_2022","cumavg_Sum1_2022","max_Sum1_2022","indicator_2022","indicator_new_2022","cum_popweighted_avg_2022","max_popweighted_2022","sum2_2022","cumavg_2023","peak.NDVI_2023","cumavg_Sum1_2023","max_Sum1_2023","indicator_new_2023","cum_popweighted_avg_2023","max_popweighted_2023","indicator_2023","sum2_2023","Capital_city","ISO","Major_Geo_Region","Latitude","Longitude"
"11","Adana","Turkey","TUR",0.231353262467515,0.255487646138878,2894758.85975771,3212824.88181009,"Very Low",2,0.25207219055275,0.27976900496922,11483848.5491399,0.228641725982243,0.267599237884508,2853665.74931736,3404984.25795644,"Low",3,0.264830223197093,0.315994520813415,10775453.4768246,0.219870701670288,0.254724156593858,2545602.08805297,3023793.75852987,"Very Low",2,0.236240831397764,0.280618701109268,10775453.4768246,0.219248734819187,0.236156865472164,2555159.74000623,2766327.64599081,"Very Low",2,0.237127815131099,0.25672493987752,10775453.4768246,0.195228224812399,0.238424597670148,2271524.03382141,2767331.55342567,"Very Low",2,0.210805423521795,0.256818106020088,10775453.4768246,0.210659986905194,0.228582667610641,2491029.48898401,2641104.8708021,2,0.231176302170633,0.245103825698145,"Very Low",10775453.4768246,0,"TUR","Asia",37.00341935,35.28313393
"12","Addis Ababa","Ethiopia","ETH",0.269862578790042,0.329487623738344,62864490.117543,75436603.7371579,"Very Low",2,0.240800913771689,0.288958091885823,261064167.626652,0.273367120888504,0.315102678280989,64595453.2898922,72777965.0485347,"Very Low",2,0.223146914345387,0.251413644549162,289475001.164082,0.255939797899927,0.277000256339733,66409772.8731198,70786328.0847622,"Very Low",2,0.229414535300328,0.244533475430021,289475001.164082,0.248240843122484,0.280328681232788,65725114.7184643,71747045.7780443,"Very Low",2,0.227049363344538,0.247852303271523,289475001.164082,0.227054546746526,0.292312140167511,59575185.3918385,74852787.8374954,"Very Low",2,0.205804249597601,0.258581181575217,289475001.164082,0.248254727431083,0.280328681232788,64964757.1581473,76361403.4855648,2,0.224422685540724,0.263792739195055,"Very Low",289475001.164082,1,"ETH","Africa",8.992593826,38.75908952
"13","Adelaide","Australia","AUS",0.264643995699581,0.285159431885354,27995791.1786111,30279835.4584889,"Very Low",2,0.271950961334666,0.29413815489104,102944262.602401,0.275195643013656,0.310493524601955,28809693.3736621,32390176.0287091,"Low",3,0.279856402901371,0.314637092285877,102944556.833368,0.254757662364811,0.287517977690888,26938094.7951139,31098324.0523781,"Low",3,0.261675756579509,0.302088085169142,102944556.833368,0.27281269332367,0.304470969096786,28995947.6141635,32250039.0321852,"Low",3,0.281665670396717,0.313275806164157,102944556.833368,0.247134672898982,0.276892207352601,26067631.8641383,29223837.8491661,"Very Low",2,0.253220108629277,0.283879388557372,102944556.833368,0.297562725957104,0.304470969096786,31227643.0614847,32191093.560868,3,0.303344285721017,0.312703211816963,"Low",102944556.833368,0,"AUS","Oceania",-34.87754566,138.5958794
"14","Agadir","Morocco","MAR",0.197964048808158,0.226743695372556,16653250.7710561,18941454.00489,"Very Low",2,0.20821606106624,0.236825530221415,79980625.3455068,0.157744497705711,0.179324560731613,13457005.2317561,15094234.8915282,"Exceptionally Low",1,0.149549894488342,0.16774469479163,89983381.6519684,0.139912360097789,0.153432939614554,13649955.7806421,14860682.7270818,"Exceptionally Low",1,0.151694185415663,0.165149191486923,89983381.6519684,0.158381874144478,0.194791120609057,15214262.2136879,18335204.7806988,"Very Low",2,0.169078578003799,0.203762121895068,89983381.6519684,0.139615536584787,0.161095344676825,13583560.8535878,15505650.7283204,"Exceptionally Low",1,0.150956327759778,0.172316826103426,89983381.6519684,0.147991547460118,0.166258361480894,14110338.6935917,15823556.9270177,1,0.156810495833182,0.175849769552105,"Exceptionally Low",89983381.6519684,0,"MAR","Africa",30.38567798,-9.541463005
"15","Agartala","India","IND; BGD",0.439020990818586,0.524007787297806,14125019.1961852,16784515.4067335,"High",5,0.440398581427549,0.523317998539122,32073262.248936,0.427492168004539,0.535470281578738,13714445.9665662,17144501.9684967,"Moderate",4,0.399689626026536,0.4996541309,34312739.369562,0.418739486437924,0.489097763871449,14320905.927808,16631328.5200773,"Moderate",4,0.417364109975777,0.484698360598705,34312739.369562,0.42511090086467,0.541359494435817,14565746.6278801,18578006.8554098,"High",5,0.424499672585192,0.541431759653964,34312739.369562,0.45208510719421,0.544297648124691,15476514.7325726,18592167.5429458,"High",5,0.451042820157384,0.541844454408046,34312739.369562,0.427084993346801,0.541359494435817,14316399.690207,17440172.7174895,5,0.417232781562954,0.508271068935997,"High",34312739.369562,0,"IND","Asia",23.84562166,91.27513642
"16","Agra","India","IND",0.259581546207922,0.29664609865267,25448953.3368618,28995291.8619289,"Low",3,0.263386763589808,0.300089987268494,96621990.3764615,0.228883132001534,0.26719232752146,22382699.6195269,26057611.3345693,"Very Low",2,0.20972044778009,0.244153476124831,106726358.142231,0.276760263664618,0.286840747259245,30016209.1437148,31110844.8422899,"Very Low",2,0.281244574125851,0.291501044201559,106726358.142231,0.261695690723615,0.324059022893153,28269952.980613,35050174.6215848,"Low",3,0.264882578893384,0.328411605452465,106726358.142231,0.279103875035743,0.325078539304819,30409339.7823294,35634286.7366813,"Low",3,0.28492811252684,0.333884593805708,106726358.142231,0.28257578622567,0.324059022893153,29676820.6486611,32072796.8868037,3,0.278064586529897,0.300514300732171,"Low",106726358.142231,0,"IND","Asia",27.16906048,77.99972883
"17","Aguascalientes","Mexico","MEX",0.217109884367826,0.265643066398708,16041430.804053,19287128.2484326,"Very Low",2,0.180462539537859,0.216975916090049,88890640.9337527,0.196400341121853,0.231176219411965,14537385.2320392,16765363.2827449,"Exceptionally Low",1,0.147440275252152,0.170036752665974,98598467.8011313,0.176550681335141,0.199317906772104,14863017.2698261,16539804.7675758,"Exceptionally Low",1,0.150742882737328,0.167749105401271,98598467.8011313,0.192859294752257,0.248657873406987,16060295.4338331,20483309.0442705,"Very Low",2,0.162885852001534,0.207744699294764,98598467.8011313,0.170017358527627,0.207587683935199,14389570.1812728,17183430.1056134,"Exceptionally Low",1,0.145941113509958,0.174276847184599,98598467.8011313,0.169203693837772,0.23720026021775,13401425.1923166,15983431.2638722,1,0.135919203322172,0.162106284411134,"Exceptionally Low",98598467.8011313,0,"MEX","Latin America and the Caribbean",21.89441747,-102.2899114
"18","Ahmadnagar","India","IND",0.290977006364721,0.358346813114821,1245585.4808711,1531212.60640237,"Low",3,0.290928456105389,0.357641708570822,4281415.08584464,0.29189465762425,0.376762286884349,1247895.14865403,1610741.64258466,"Low",3,0.274875996542144,0.354800813718155,4539847.65622379,0.356998495314946,0.44847331015742,1618743.65148834,2036580.11854419,"Moderate",4,0.356563429891566,0.448600982403494,4539847.65622379,0.318626499278472,0.369484726213688,1443812.34603365,1674943.61958091,"Low",3,0.318031012352208,0.368942692886333,4539847.65622379,0.284786985823389,0.373102016126613,1291289.18693559,1690721.17843462,"Low",3,0.284434475497284,0.372418042732506,4539847.65622379,0.301612513421883,0.369484726213688,1349527.42904978,1606399.73828209,3,0.297262712593378,0.35384441503887,"Low",4539847.65622379,0,"IND","Asia",19.11227917,74.73027309
"19","Ahmedabad","India","IND",0.216859896744289,0.25382939472394,118253212.682974,136180688.559352,"Very Low",2,0.189472549443338,0.218197050725916,624117915.921843,0.208111529953593,0.245352073289029,113709238.99824,132599133.186248,"Exceptionally Low",1,0.16473292440872,0.19209910449027,690264192.215245,0.225041054076163,0.255686560451384,138502698.865903,155955712.923071,"Very Low",2,0.200651722091233,0.225936264233216,690264192.215245,0.220350295841434,0.251733912495618,134180211.693211,151788676.928399,"Very Low",2,0.194389645597275,0.21989939307335,690264192.215245,0.197280577955639,0.23391274273461,121672538.434119,143322515.356462,"Very Low",2,0.176269520868001,0.207634289845604,690264192.215245,0.215539531075793,0.251733912495618,129170548.352907,140238092.287405,2,0.187132042788376,0.203165822403945,"Very Low",690264192.215245,0,"IND","Asia",23.03108938,72.5832061
"20","Ahwaz","Iran","IRN",0.122276921772857,0.13256865816652,568555.521124912,617028.600207576,"Exceptionally Low",1,0.122380618583262,0.132814367236401,4645797.08541099,0.0734606715602193,0.140432159924083,340968.351522439,652564.943665782,"Exceptionally Low",1,0.0703911048014026,0.134718565914398,4843912.48701704,0.128436966664883,0.134098608366862,624441.718986243,651205.358198635,"Exceptionally Low",1,0.128912675581962,0.134437886717408,4843912.48701704,0.131688868328878,0.13706952567055,640573.666205348,668256.205167171,"Exceptionally Low",1,0.13224303038551,0.137957943492636,4843912.48701704,0.117181489780071,0.124976576540038,569459.921275686,607246.922684575,"Exceptionally Low",1,0.117561975531554,0.12536290123163,4843912.48701704,0.114576318101404,0.139348801278908,562678.681434326,677097.302022868,1,0.116162024591165,0.139783140970789,"Exceptionally Low",4843912.48701704,0,"IRN","Asia",31.3097732,48.6748169
"21","Ajmer","India","IND",0.26212167986585,0.306475901344375,2765882.66193463,3229539.7675592,"Low",3,0.261967912399918,0.305882748593619,10558097.1218806,0.261257753900077,0.339149959064729,2759833.12901034,3581176.46007305,"Low",3,0.24005132867499,0.311492082047875,11496845.8797699,0.306139559516246,0.397865185507852,3524283.34197969,4580862.39349356,"Low",3,0.306543497132645,0.398445142380674,11496845.8797699,0.285827578453449,0.354201936668086,3284864.51199821,4073086.03349369,"Low",3,0.285718756809495,0.354278562667417,11496845.8797699,0.278959832163648,0.347382102659632,3211826.60857455,3998293.09750099,"Low",3,0.27936589236411,0.347773044825841,11496845.8797699,0.299397372052844,0.354201936668086,3420829.91636475,3971563.58265977,3,0.297545079071133,0.345448101522195,"Low",11496845.8797699,0,"IND","Asia",26.46286606,74.64475898
"22","Akola","India","IND",0.28959689373156,0.334188506412701,1453560.28545776,1679272.38850154,"Low",3,0.288922187124852,0.333786672708553,5030974.94838508,0.269824876098271,0.373842152364125,1355858.30120494,1876180.17263212,"Low",3,0.255446537932556,0.353476266074899,5307796.73969558,0.292393613672865,0.344838615821085,1545843.24126209,1826180.58568807,"Low",3,0.291240097741714,0.34405623938659,5307796.73969558,0.313559683229293,0.428293366190789,1658450.45680732,2265561.59740158,"Moderate",4,0.312455532519589,0.426836540378054,5307796.73969558,0.264552594520452,0.353322954929614,1400434.88417897,1870795.20203359,"Low",3,0.263844859337867,0.352461726358589,5307796.73969558,0.328991209759616,0.428293366190789,1557906.54247235,2060587.62002063,3,0.293512848904177,0.388219014607332,"Low",5307796.73969558,0,"IND","Asia",20.69811061,77.02438249
"23","Akure","Nigeria","NGA",0.307543340731279,0.347452696768645,2885862.17513762,4341528.84811077,"Low",3,0.228154425263195,0.343238505164252,12648723.2137117,0.373841739044946,0.455789607128409,4650564.90344153,5632422.75037593,"Low",3,0.31782045866399,0.384920804048828,14632679.4788194,0.284691763943607,0.359230749023111,4074498.44059219,5192219.72609874,"Low",3,0.27845197091141,0.354837248612902,14632679.4788194,0.271523553594306,0.370595621308009,2938273.77666541,5373033.13721855,"Low",3,0.200802168934167,0.367194070299698,14632679.4788194,0.349024002611344,0.421894085867806,5006750.3382923,6014511.82393752,"Moderate",4,0.342162236625186,0.411032841431637,14632679.4788194,0.280418876411213,0.425877556686733,4120141.53930898,6118426.32088505,4,0.281571228651105,0.418134377216517,"Moderate",14632679.4788194,0,"NGA","Africa",7.251735516,5.191375359
"24","Al-Fashir","Sudan","SDN",0.160973485078451,0.167504902248672,34675.6138360029,36103.7666745408,"Exceptionally Low",1,0.160897177272435,0.167523902368669,215514.121651055,0.155680541513796,0.161301811591977,33580.2121655706,34791.9394601974,"Exceptionally Low",1,0.127419124123432,0.132016987585298,263541.382791497,0.161402211105218,0.179310145900675,42586.3785481866,47280.5012342341,"Exceptionally Low",1,0.161592756693848,0.179404466704345,263541.382791497,0.160237576520156,0.17012773191822,42260.852095764,44825.9750633364,"Exceptionally Low",1,0.160357556176288,0.170090839580973,263541.382791497,0.161902791281835,0.182660266141751,42708.3790401214,48176.8507661329,"Exceptionally Low",1,0.162055683960308,0.182805638552213,263541.382791497,0.160578447910745,0.17012773191822,43154.1020361324,48008.4272303959,1,0.163746966715562,0.182166560415972,"Exceptionally Low",263541.382791497,0,"SDN","Africa",13.62106965,25.35298738
"25","Al-Minya","Egypt","EGY",0.357634303711137,0.426166896882406,14898706.0620423,17632290.9273411,"Low",3,0.312889487158528,0.37029782604688,47616512.1345023,0.355106461338057,0.440027385275467,14873901.3811624,18072684.3186362,"Low",3,0.282498996383607,0.343253262956183,52651165.3902128,0.358131127458246,0.405296189480323,16358838.5399236,18059009.0787796,"Low",3,0.310702306752066,0.342993530056537,52651165.3902128,0.366792570472252,0.420007884341986,16723051.5194729,18754580.2679063,"Low",3,0.31761977907865,0.356204466300239,52651165.3902128,0.363215683209052,0.398019821108069,16474642.3718191,17610713.0541819,"Low",3,0.312901761047849,0.334479074179345,52651165.3902128,0.360220235498929,0.406761126262564,16281796.571975,18596960.2950666,3,0.309239053899491,0.353210800886157,"Low",52651165.3902128,0,"EGY","Africa",28.09509519,30.75370865
"26","Al-Ubayyid","Sudan","SDN",0.152211768869463,0.173775007112073,73624.3102488419,84119.3074737567,"Exceptionally Low",1,0.152137511614211,0.173824407651674,483932.657157808,0.15437426553437,0.174589837358691,74755.5410272932,84606.8867724679,"Exceptionally Low",1,0.134869558606635,0.152642778278043,554280.31202599,0.168412306242129,0.190590601781729,93215.3067806455,105336.484910947,"Exceptionally Low",1,0.168173584300564,0.190041902310989,554280.31202599,0.159341479918865,0.180565456525983,88357.2186757021,100202.384494329,"Exceptionally Low",1,0.159408906935087,0.180779259736057,554280.31202599,0.156317014302749,0.177803053941748,86666.9592597885,98522.1153508675,"Exceptionally Low",1,0.156359440123366,0.177747816787416,554280.31202599,0.166642392245621,0.189695285810511,92178.7380543911,104760.347772818,1,0.166303467856295,0.189002469508436,"Exceptionally Low",554280.31202599,0,"SDN","Africa",13.18307176,30.22180419
"27","Al-Zaqaziq","Egypt","EGY",0.39038740908388,0.475032562506831,19221348.3539426,22142226.7705703,"Low",3,0.272496515864216,0.313905119315846,70537960.0652235,0.382887170031039,0.470076841980306,18925316.7568647,21767788.9565882,"Very Low",2,0.24365855061878,0.28025464384441,77671465.6998621,0.364136488096518,0.45104366186684,19822772.8459208,23013043.2212052,"Very Low",2,0.255213065278308,0.296286969916753,77671465.6998621,0.365893573192032,0.434148323206772,19687962.8176613,22099500.0026287,"Very Low",2,0.253477421087165,0.28452533763204,77671465.6998621,0.386723845212302,0.451787266200363,20647094.7276917,23584230.7424805,"Low",3,0.265825995964542,0.303640861286365,77671465.6998621,0.400910092257695,0.469081217656278,21568524.2454367,24040617.2881564,3,0.277689162308095,0.309516719834464,"Low",77671465.6998621,0,"EGY","Africa",30.59669473,31.49479544
"28","Al Ain","United Arab Emirates","ARE; OMN",0.163339405961973,0.1755855070684,265305.981091967,279657.985596765,"Exceptionally Low",1,0.121624257937299,0.128203649365357,2181357.44950435,0.166780560182856,0.171531871952741,274070.060044703,282216.504622666,"Exceptionally Low",1,0.12009328788084,0.123662934684825,2282143.03131282,0.166454446859985,0.173112565172739,303826.293448133,314359.30544532,"Exceptionally Low",1,0.133132012007746,0.137747415973521,2282143.03131282,0.162549394158394,0.174771176373435,294292.101124265,314452.042190734,"Exceptionally Low",1,0.128954275471056,0.137788051790007,2282143.03131282,0.161078442249569,0.174829211214662,295247.612304994,318757.427941443,"Exceptionally Low",1,0.129372965784336,0.139674605652598,2282143.03131282,0.162190378940628,0.172087476695586,291927.731395059,308177.368709154,1,0.127918244995856,0.135038586311513,"Exceptionally Low",2282143.03131282,0,"ARE","Asia",24.21233088,55.72145414
"29","Al Ismailiya","Egypt","EGY",0.229920423594416,0.244552943031203,4626797.25688436,4967948.30466301,"Exceptionally Low",1,0.163375928152369,0.175422245718599,28319944.7385497,0.221332840378605,0.238240298970139,4624216.91336699,4954707.94475441,"Exceptionally Low",1,0.147508898614711,0.158051303730068,31348731.8852899,0.213504944695624,0.226804207415427,5163352.87179919,5419670.27135818,"Exceptionally Low",1,0.164706913526606,0.172883237867153,31348731.8852899,0.214148270822871,0.224549460481911,4962331.60759488,5362637.21496479,"Exceptionally Low",1,0.158294492605087,0.171063928027059,31348731.8852899,0.220402184406591,0.228180929945875,5018196.74343615,5403716.47611982,"Exceptionally Low",1,0.160076546694091,0.172374324291423,31348731.8852899,0.222149336756392,0.237829162166876,5249398.43433798,5502462.84163074,1,0.167451699594943,0.175524256029403,"Exceptionally Low",31348731.8852899,0,"EGY","Africa",30.58466918,32.2475588
"30","Al Managil","Sudan","SDN",0.152882720919187,0.163166383935678,70379.2587487778,75149.1153932872,"Exceptionally Low",1,0.15273860651833,0.163090253724151,460782.380781586,0.157893015698169,0.197199708479792,72772.2260275019,90889.7627991833,"Exceptionally Low",1,0.144097114271041,0.179971855350311,505022.091494631,0.166612239943283,0.201804391401172,83848.1572120602,101515.639682872,"Very Low",2,0.166028691861595,0.201012275289646,505022.091494631,0.159595961899965,0.187343213514759,80298.2943523394,94035.6035107304,"Exceptionally Low",1,0.158999567948986,0.186200970401965,505022.091494631,0.192273647535831,0.25185127266463,96843.7715562806,126794.922176454,"Very Low",2,0.191761455958625,0.251068070707955,505022.091494631,0.166607769517101,0.187343213514759,87704.8185554266,109167.221600967,2,0.173665310948796,0.216163259864301,"Very Low",505022.091494631,0,"SDN","Africa",14.23963012,32.99790151
